,0
2015-10-23,0.4
2015-10-24,0.375
2015-10-25,0.0
2015-10-26,0.041666666666666664
2015-10-27,1.0
2015-10-28,0.5
2015-10-29,0.0
2015-10-30,0.8
2015-10-31,0.3333333333333333
2015-11-01,0.0
2015-11-02,0.06818181818181818
2015-11-03,0.3181818181818182
2015-11-04,0.13636363636363635
2015-11-05,0.0
2015-11-06,-0.43749999999999994
2015-11-07,0.2590909090909091
2015-11-13,-1.0
2015-11-15,-0.3541666666666667
2015-11-16,0.04000000000000002
2015-11-17,0.5785714285714286
2015-11-18,0.13636363636363635
2015-11-19,0.6785714285714286
2015-11-20,0.955
2015-11-21,0.0
2015-11-22,0.15555555555555556
2015-11-23,-0.125
2015-11-24,0.13636363636363635
2015-11-25,-0.6
2015-11-27,-0.15
2015-11-28,0.4
2015-11-30,0.13636363636363635
2015-12-02,-0.5
2015-12-03,0.8
2015-12-04,0.3666666666666667
2015-12-05,0.8
2015-12-06,0.5
2015-12-07,0.18333333333333335
2015-12-10,0.2857142857142857
2015-12-11,0.13636363636363635
2015-12-13,-0.125
2015-12-14,0.0
2015-12-15,0.27499999999999997
2015-12-16,0.10000000000000002
2015-12-17,0.0
2015-12-18,0.45
2015-12-19,0.0
2015-12-20,-0.0875
2015-12-21,0.2
2015-12-23,0.35000000000000003
2015-12-24,0.8
2015-12-26,-0.20079365079365083
2015-12-28,0.0
2015-12-29,0.13636363636363635
2015-12-31,0.45606060606060606
2016-01-02,-0.05
2016-01-03,0.0
2016-01-04,-0.3
2016-01-05,0.2333333333333333
2016-01-06,0.0
2016-01-07,0.1
2016-01-08,0.2722222222222222
2016-01-10,0.13636363636363635
2016-01-11,0.4
2016-01-12,0.13636363636363635
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.8
2016-01-16,0.13636363636363635
2016-01-17,0.6
2016-01-19,0.0
2016-01-20,0.13636363636363635
2016-01-23,0.4
2016-01-24,0.0
2016-01-25,0.06818181818181818
2016-01-26,-1.0
2016-01-27,0.15
2016-01-28,0.8
2016-01-29,-0.14090909090909087
2016-01-30,0.8
2016-01-31,0.0
2016-02-01,0.26666666666666666
2016-02-02,0.21212121212121213
2016-02-03,0.0
2016-02-04,0.3931818181818182
2016-02-05,0.0
2016-02-06,0.3121212121212121
2016-02-07,0.39494949494949494
2016-02-09,0.0028409090909090884
2016-02-10,0.16666666666666666
2016-02-11,0.0
2016-02-12,0.0
2016-02-13,0.05
2016-02-14,-0.2
2016-02-16,0.11666666666666668
2016-02-17,0.0
2016-02-18,0.4
2016-02-20,0.4000000000000001
2016-02-21,0.0
2016-02-22,-0.024999999999999984
2016-02-23,0.0
2016-02-25,0.0
2016-02-26,0.6000000000000001
2016-02-27,0.8
2016-02-28,0.9
2016-02-29,0.0
2016-03-01,0.1
2016-03-02,0.5
2016-03-04,0.0
2016-03-05,0.5
2016-03-06,0.0
2016-03-07,0.13636363636363635
2016-03-08,0.06666666666666668
2016-03-09,-0.3
2016-03-10,-0.3
2016-03-11,0.8
2016-03-12,0.45
2016-03-13,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-18,-0.12142857142857144
2016-03-19,0.55
2016-03-20,0.05
2016-03-23,0.8
2016-03-24,-0.09999999999999999
2016-03-25,0.13333333333333333
2016-03-26,-0.09375
2016-03-27,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-04-01,0.8
2016-04-03,0.7000000000000001
2016-04-04,0.7
2016-04-05,0.0
2016-04-06,0.3875
2016-04-07,0.13636363636363635
2016-04-08,0.0
2016-04-09,0.8
2016-04-10,0.0
2016-04-11,0.4
2016-04-12,0.3181818181818182
2016-04-13,0.0
2016-04-15,0.0
2016-04-16,0.4
2016-04-17,0.06818181818181818
2016-04-20,0.0
2016-04-23,0.6
2016-04-24,0.3
2016-04-25,-0.16666666666666669
2016-04-26,0.0
2016-04-27,0.4
2016-04-28,0.0
2016-04-29,0.30833333333333335
2016-04-30,0.7
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.4642857142857143
2016-05-04,0.0
2016-05-06,0.16666666666666666
2016-05-07,-0.5
2016-05-08,-0.23333333333333328
2016-05-09,0.8
2016-05-10,-0.26666666666666666
2016-05-11,0.5
2016-05-12,0.8
2016-05-13,0.41111111111111115
2016-05-14,-0.17023809523809516
2016-05-15,0.0
2016-05-19,0.0
2016-05-22,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.1
2016-05-28,0.0
2016-05-31,0.3333333333333333
2016-06-01,-0.19999999999999998
2016-06-02,0.19047619047619047
2016-06-03,0.0
2016-06-05,-0.6525
2016-06-06,0.0
2016-06-07,0.4
2016-06-08,0.8
2016-06-09,0.2
2016-06-10,0.0
2016-06-11,0.2333333333333333
2016-06-13,-0.30833333333333335
2016-06-14,0.0
2016-06-15,0.0
2016-06-17,0.0
2016-06-18,0.65
2016-06-19,0.0
